Activity,Road,Road Code,Comments,Complete,Completed_Date_Time,Contract,Council,Created_Date,Direction,Distance_Past,Job_ID,Job_Type,Latitude,Longitude,Reference_Point
PAVEMENT CLEANING,MYRNIONG-TRENTHAM RD,5956,Matthew Annear on 23/11/2015 - Removed cement sheet,Yes,23/11/2015 11:22,CN8124 WR,MOORABOOL,23/11/2015 11:21,Forward,500,373812,Hazard,-37.5423593,144.3004412,LONG GULLY RD (SR)
PAVEMENT CLEANING,POMONAL RD,5135,"VicRoads on 25/11/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 4
Matthew Annear on 25/11/2015 - Removed tree from road.",Yes,25/11/2015 13:48,CN8124 WR,NORTHERN GRAMPIANS,25/11/2015 13:11,Forward,11,375873,Hazard,-37.1411956,142.6516808,MT WILLIAM CREEK FLOODPLAIN (SN4187) A2 (BR)
PAVEMENT CLEANING,BALLARAT-BURRUMBEET RD,5087,Matthew Annear on 26/11/2015 - Removed branches from road,Yes,26/11/2015 6:11,CN8124 WR,BALLARAT,26/11/2015 6:10,Forward,92,376247,Hazard,-37.4864598,143.6730116,25 (KM)
PAVEMENT CLEANING,ARARAT-HALLS GAP RD,5136,Matthew Annear on 26/11/2015 - Cut up and removed fallen limb from road,Yes,26/11/2015 10:32,CN8124 WR,ARARAT,26/11/2015 10:31,Reverse,321,376543,Hazard,-37.2919049,142.8881043,6 (KM)
PAVEMENT CLEANING,ARARAT-HALLS GAP RD,5136,Matthew Annear on 26/11/2015 - Removed limb from road,Yes,26/11/2015 10:47,CN8124 WR,ARARAT,26/11/2015 10:47,Forward,66,376600,Hazard,-37.2954855,142.7863783,15 (KM)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 01/12/2015 - Removed fallen limb from shoukder,Yes,1/12/2015 11:04,CN8124 WR,NORTHERN GRAMPIANS,1/12/2015 11:03,Reverse,662,379074,Hazard,-37.1248886,142.5467662,22 (KM)
PAVEMENT CLEANING,BALLARAT-BUNINYONG RD,5182,"VicRoads on 04/12/2015 - Update on Enquiry Risk Code and Priority. New Risk Code: RM116.B; New Priority: 3
Grant Young on 04/12/2015 - Put soker on spill and sweped off",Yes,4/12/2015 15:21,CN8124 WR,BALLARAT,4/12/2015 14:08,Forward,48,382136,Hazard,-37.6026847,143.8685927,WHITEHORSE RD (SR)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 03/12/2015 - Removed dead roo from road,Yes,3/12/2015 13:10,CN8124 WR,NORTHERN GRAMPIANS,3/12/2015 13:09,Forward,200,382156,Hazard,-37.2588476,142.5365497,39 (KM)
PAVEMENT CLEANING,GRAMPIANS RD,4851,Matthew Annear on 03/12/2015 - Removed dead roo from road,Yes,3/12/2015 13:06,CN8124 WR,NORTHERN GRAMPIANS,3/12/2015 13:05,Reverse,200,382157,Hazard,-37.2719488,142.5386489,41 (KM)
PAVEMENT CLEANING,GLENELG HWY,2670,Matthew Annear on 10/12/2015 - Removed dead roo from road,Yes,10/12/2015 15:07,CN8124 WR,PYRENEES,10/12/2015 15:06,Forward,237,385443,Hazard,-37.702638,143.2604795,171 (KM)
PAVEMENT CLEANING,MYRNIONG-TRENTHAM RD,5956,"Matthew Shaw on 17/12/2015 - Loose stone and dirt coming out of entrance of Baird group quarry has been swept back to the fogline maintaining a trafficable carriageway. 
Quarry might need to be contacted to pull loose stone back up driveway that trucks are dragging out.",Yes,17/12/2015 10:24,CN8124 WR,MOORABOOL,15/12/2015 15:11,Forward,676,387815,Hazard,-37.6017447,144.3194809,PYKES CREEK RD (SR)
PAVEMENT CLEANING,GLENELG HWY,2670,"VicRoads on 15/12/2015 - Cnr Moreton Rd . Lake  Bolac . Rev207.27km.
John Webber on 15/12/2015 - 3 hazard boards put up for stone on the cnr of moreton Rd and Glenelg hwy 6.30 pm 15. 12. 15",Yes,15/12/2015 18:32,CN8124 WR,ARARAT,15/12/2015 15:55,Reverse,780,387839,Hazard,-37.6976689,142.8638837,208 (KM)
PAVEMENT CLEANING,BUNGAREE-CRESWICK RD,5219,Grant Young on 21/12/2015 - Tree pulled off the road and made safe,Yes,21/12/2015 11:10,CN8124 WR,HEPBURN,21/12/2015 10:30,Forward,54,390102,Hazard,-37.4378834,143.9094897,TO SLATY CREEK PICNIC GROUND (OT)
PAVEMENT CLEANING,NORTHERN GRAMPIANS RD,4002,Matthew Annear on 22/12/2015 - Removed fallen limb from road,Yes,22/12/2015 11:30,CN8124 WR,NORTHERN GRAMPIANS,22/12/2015 11:29,Forward,800,391383,Hazard,-37.1502934,142.4978437,3 (KM)
PAVEMENT CLEANING,BALLAN-DAYLESFORD RD,5189,Matthew Annear on 24/12/2015 - Removed dead roo from road,Yes,24/12/2015 8:25,CN8124 WR,HEPBURN,24/12/2015 8:24,Forward,266,392447,Hazard,-37.3812244,144.1259736,HOGANS LA P2 (SR)
PAVEMENT CLEANING,WESTERN HWY - Sec 3,2520,Mark Templar on 26/12/2015 - Removed dead dog from middle of HighwayJR,Yes,26/12/2015 8:19,CN8124 WR,ARARAT,26/12/2015 8:13,Forward,797,392865,Hazard,-37.2915173,142.9624757,197 (KM)
PAVEMENT CLEANING,GLENELG HWY,2670,Mark Templar on 28/12/2015 - Removed.roo from the road,Yes,28/12/2015 8:28,CN8124 WR,ARARAT,28/12/2015 8:26,Reverse,71,392889,Hazard,-37.6973194,142.8654625,MORTON RD (SR)
PAVEMENT CLEANING,MYRNIONG-TRENTHAM RD,5956,Grant Young on 25/08/2014 - Water sweped off road and completed,Yes,25/08/2014 13:14,CN8124 WR,MOORABOOL,25/08/2014 13:06,Reverse,112,103837,Hazard,-37.5275613,144.3057946,DALES CREEK AV P1 (SR)
PAVEMENT CLEANING,WESTERN HWY - Sec 4,2520,Matthew Annear on 21/10/2014 - Dead wallaby removed  from pavement,Yes,21/10/2014 11:21,CN8124 WR,ARARAT,21/10/2014 11:00,Reverse,22,136663,Hazard,-37.2528982,142.9146594,MCDONALD PARK (SR)
PAVEMENT CLEANING,SKIPTON RD,5090,Matthew Annear on 21/10/2014 - Removed dead roo from shoulder,Yes,21/10/2014 12:16,CN8124 WR,PYRENEES,21/10/2014 12:14,Forward,546,136755,Hazard,-37.4536841,143.3807289,LAKE RD (SR)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 10/06/2015 - Removed dead roo from road,Yes,10/06/2015 13:11,CN8124 WR,NORTHERN GRAMPIANS,10/06/2015 13:10,Reverse,1266,265734,Hazard,-36.6502636,143.2077414,LOCK RD (SR)
PAVEMENT CLEANING,ARARAT-ST ARNAUD RD,5247,Matthew Annear on 10/06/2015 - Removed dead roo from road,Yes,10/06/2015 14:07,CN8124 WR,PYRENEES,10/06/2015 14:06,Reverse,423,265847,Hazard,-37.0438674,143.1072245,19 (KM)
PAVEMENT CLEANING,WESTERN HWY - Sec 4,2520,Mark Templar on 22/12/2015 - Removed large piece of rubber from road Made.safe JR,Yes,22/12/2015 8:04,CN8124 WR,NORTHERN GRAMPIANS,22/12/2015 8:00,Forward,603,391503,Hazard,-37.0847266,142.7829683,227 (KM)
PAVEMENT CLEANING,ARARAT-HALLS GAP RD,5136,Mark Templar on 21/12/2015 - Removed.branch from road Made.safe,Yes,21/12/2015 14:28,CN8124 WR,NORTHERN GRAMPIANS,21/12/2015 14:23,Forward,393,391507,Hazard,-37.1304851,142.5439603,46 (KM)
PAVEMENT CLEANING,GLENELG HWY,2670,Mark Templar on 24/12/2015 - Removed.glass,Yes,24/12/2015 11:13,CN8124 WR,ARARAT,24/12/2015 11:07,Forward,1,392749,Hazard,-37.6943057,142.7252563,HOPKINS RIVER (SN7799) A1 (BR)
PAVEMENT CLEANING,WESTERN HWY - Sec 3,2520,Mark Templar on 29/12/2015 - Removed dead cat from middle of road he ran out of lives JR,Yes,29/12/2015 8:57,CN8124 WR,ARARAT,29/12/2015 8:53,Reverse,224,393060,Hazard,-37.2842453,142.9474643,MAUDE ST (SR)
PAVEMENT CLEANING,WESTERN HWY - Sec 3,2520,Mark Templar on 29/12/2015 - Removed.roo from the road,Yes,29/12/2015 9:39,CN8124 WR,ARARAT,29/12/2015 9:37,Reverse,21,393184,Hazard,-37.3390289,143.1088258,LANGI GHIRAN RAIL (SN0058) A1 (BR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 05/02/2014 - Remove roo from road,Yes,5/02/2014 8:11,CN8124 WR,ARARAT,5/02/2014 8:05,Forward,269,4071,Routine Maintenance,-37.2843883,142.9485904,HIGH ST (SR) AFTER ARARAT-POMONAL RD (CR)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,,Yes,5/02/2014 13:30,CN8124 WR,PYRENEES,5/02/2014 13:28,Reverse,71,4208,Hazard,-36.9836543,143.1140919,27 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 05/02/2014 - Removed, branch",Yes,5/02/2014 13:46,CN8124 WR,PYRENEES,5/02/2014 13:41,Reverse,491,4213,Hazard,-37.0313227,143.1211127,21 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 05/02/2014 - Removed, branches",Yes,5/02/2014 13:40,CN8124 WR,PYRENEES,5/02/2014 13:30,Reverse,134,4215,Hazard,-37.008644,143.1339127,MCKINLAY ST (SR)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 05/02/2014 - Removed, branches",Yes,5/02/2014 13:30,CN8124 WR,PYRENEES,5/02/2014 13:28,Reverse,71,4216,Hazard,-36.9836543,143.1140919,27 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 05/02/2014 - Removed, branch",Yes,5/02/2014 13:53,CN8124 WR,PYRENEES,5/02/2014 13:50,Reverse,229,4219,Hazard,-37.1282264,143.1061727,9 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 05/02/2014 - Removed, branches",Yes,5/02/2014 14:07,CN8124 WR,ARARAT,5/02/2014 14:04,Reverse,885,4223,Hazard,-37.172682,143.0912438,MT COLE CREEK (SN4602) A1 (BR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 06/02/2014 - Emptied, bins",Yes,6/02/2014 13:19,CN8124 WR,ARARAT,6/02/2014 13:09,Reverse,293,4374,Routine Maintenance,-37.3232771,143.0690993,LANGI GHIRAN PICNIC GROUND RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 06/02/2014 - Emptied, bin",Yes,6/02/2014 13:45,CN8124 WR,PYRENEES,6/02/2014 13:39,Reverse,458,4382,Routine Maintenance,-37.3890512,143.2531314,170 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 06/02/2014 - Removed, branches
Mark Templar on 06/02/2014 - Emptied, bin",Yes,6/02/2014 14:22,CN8124 WR,PYRENEES,6/02/2014 13:45,Reverse,339,4389,Routine Maintenance,-37.4193877,143.3390756,162 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 07/02/2014 - Emptied,5, bins",Yes,7/02/2014 8:46,CN8124 WR,NORTHERN GRAMPIANS,7/02/2014 8:39,Forward,760,4435,Routine Maintenance,-37.0665328,142.7683972,LESLIE ST (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 07/02/2014 - Emptied,5.bins",Yes,7/02/2014 10:31,CN8124 WR,NORTHERN GRAMPIANS,7/02/2014 9:51,Reverse,250,4467,Routine Maintenance,-37.0592857,142.7553875,TO SALE YARDS (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 07/02/2014 - Removed, roo",Yes,7/02/2014 10:40,CN8124 WR,NORTHERN GRAMPIANS,7/02/2014 10:39,Reverse,709,4471,Hazard,-37.017608,142.7190061,238 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 07/02/2014 - Removed, branches",Yes,7/02/2014 12:39,CN8124 WR,NORTHERN GRAMPIANS,7/02/2014 12:32,Forward,317,4504,Hazard,-37.0655402,142.6777787,7 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 07/02/2014 - Removed, branch",Yes,7/02/2014 14:07,CN8124 WR,NORTHERN GRAMPIANS,7/02/2014 14:05,Reverse,21,4520,Hazard,-37.0869848,142.6496976,11 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 07/02/2014 - Removed, branches",Yes,7/02/2014 13:52,CN8124 WR,NORTHERN GRAMPIANS,7/02/2014 13:49,Reverse,69,4521,Hazard,-37.130055,142.5237961,TO ANA HOLIDAY RESORT (OT)
LITTER CONTROL,GRAMPIANS RD,4851,,Yes,10/02/2014 10:10,CN8124 WR,NORTHERN GRAMPIANS,10/02/2014 9:55,Forward,360,4574,Hazard,-37.1060615,142.5848674,17 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,,Yes,10/02/2014 10:38,CN8124 WR,NORTHERN GRAMPIANS,10/02/2014 10:18,Forward,6,4578,Hazard,-37.1547407,142.496599,6 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 10/02/2014 - Removed, branch",Yes,10/02/2014 10:48,CN8124 WR,NORTHERN GRAMPIANS,10/02/2014 10:44,Forward,542,4581,Hazard,-37.1440517,142.4433511,11 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 10/02/2014 - Removed, branch",Yes,10/02/2014 10:38,CN8124 WR,NORTHERN GRAMPIANS,10/02/2014 10:18,Forward,6,4582,Hazard,-37.1547407,142.496599,6 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 10/02/2014 - Cut, and, removed, branch",Yes,10/02/2014 10:10,CN8124 WR,NORTHERN GRAMPIANS,10/02/2014 9:55,Forward,360,4583,Hazard,-37.1060615,142.5848674,17 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 06/02/2014 - Removed, roo
Mark Templar on 10/02/2014 - Cut, and, removed, branch",Yes,10/02/2014 11:20,CN8124 WR,NORTHERN GRAMPIANS,10/02/2014 11:16,Forward,2,4594,Hazard,-37.1367582,142.4323812,13 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 06/02/2014 - Removed, branches
Mark Templar on 10/02/2014 - Removed, branch",Yes,10/02/2014 11:16,CN8124 WR,NORTHERN GRAMPIANS,10/02/2014 11:09,Forward,241,4595,Hazard,-37.1406285,142.4379586,12 (KM)
LITTER CONTROL,BALLARAT-MARYBOROUGH RD,5327,1 Ballarat on 11/02/2014 - Tree down on shoulder removed hazard made safe and job completed,Yes,11/02/2014 9:56,CN8124 WR,HEPBURN,11/02/2014 9:39,Reverse,58,4702,Hazard,-37.2939196,143.7845078,TEMPLETON ST (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 11/02/2014 - Removed, roo",Yes,11/02/2014 15:19,CN8124 WR,NORTHERN GRAMPIANS,11/02/2014 14:43,Forward,236,4846,Hazard,-37.0398397,142.7981982,4 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 12/02/2014 - Removed, branches",Yes,12/02/2014 8:46,CN8124 WR,NORTHERN GRAMPIANS,12/02/2014 8:44,Forward,233,4873,Routine Maintenance,-37.0937089,142.6241025,MOKEPILLY-LAKE LONSDALE RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 12/02/2014 - Removed, roo",Yes,12/02/2014 8:43,CN8124 WR,NORTHERN GRAMPIANS,12/02/2014 8:39,Forward,597,4874,Routine Maintenance,-37.0891293,142.6432763,11 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 13/02/2014 - Removed, roo",Yes,13/02/2014 10:06,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 10:04,Forward,131,5039,Routine Maintenance,-36.9208447,142.9928662,HEIFER STATION CREEK DOOLEYS BRIDGE (SN4589) A2 (BR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 13/02/2014 - Removed, branches",Yes,13/02/2014 10:09,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 10:07,Forward,5,5042,Routine Maintenance,-36.906243,143.0321385,BATCOCKS SCOUR (SN4591) A2 (BR)
LITTER CONTROL,SUNRAYSIA HWY,2700,"Mark Templar on 13/02/2014 - Removed, branch
Mark Templar on 13/02/2014 - Emptied, bin",Yes,13/02/2014 12:44,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 12:35,Forward,192,5136,Routine Maintenance,-36.6109691,143.2496365,BRISBANE ST (SR)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 13/02/2014 - Emptied, bin",Yes,13/02/2014 13:03,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 12:45,Reverse,140,5148,Routine Maintenance,-36.6266697,143.2372022,LOOP RD (SR) AFTER 231 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 13/02/2014 - Removed, large, branch, hanging..., over, am Co, railing",Yes,13/02/2014 13:12,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 13:03,Reverse,618,5154,Routine Maintenance,-36.6377923,143.2026133,ARARAT-ST ARNAUD RD (CR)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 13/02/2014 - Removed., roo",Yes,13/02/2014 13:17,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 13:12,Reverse,27,5158,Routine Maintenance,-36.6649533,143.1882672,66 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 13/02/2014 - Cut, and, removed, large, branch",Yes,13/02/2014 13:32,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 13:24,Reverse,562,5174,Routine Maintenance,-36.769969,143.1259623,54 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 13/02/2014 - Removed, branches",Yes,13/02/2014 14:18,CN8124 WR,PYRENEES,13/02/2014 14:15,Reverse,119,5200,Routine Maintenance,-37.1009285,143.1011057,12 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 13/02/2014 - Removed, branch",Yes,13/02/2014 13:44,CN8124 WR,NORTHERN GRAMPIANS,13/02/2014 13:33,Reverse,1802,5201,Routine Maintenance,-36.8720449,143.1148412,42 (KM)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 13/02/2014 - Removed, roo",Yes,13/02/2014 14:20,CN8124 WR,PYRENEES,13/02/2014 14:18,Reverse,625,5203,Routine Maintenance,-37.1316751,143.1073465,9 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/02/2014 - Emptied, bin",Yes,14/02/2014 7:15,CN8124 WR,NORTHERN GRAMPIANS,14/02/2014 7:06,Reverse,50,5233,Routine Maintenance,-37.0912873,142.7890506,ARARAT-STAWELL RD (CR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/02/2014 - Emptied, bin",Yes,14/02/2014 8:00,CN8124 WR,ARARAT,14/02/2014 7:15,Reverse,266,5235,Routine Maintenance,-37.222354,142.8928492,JUNCTION BRIDGE-CONCONGELLA CREEK (SN0063) A1 (BR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/02/2014 - Emptied, bin",Yes,14/02/2014 8:07,CN8124 WR,ARARAT,14/02/2014 8:01,Reverse,52,5236,Routine Maintenance,-37.2531596,142.9147403,MCDONALD PARK (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 14/02/2014 - Emptied, bins",Yes,14/02/2014 9:07,CN8124 WR,ARARAT,14/02/2014 8:51,Reverse,986,5244,Routine Maintenance,-37.3384888,143.1041103,185 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 14/02/2014 - Emptied, bin",Yes,14/02/2014 9:24,CN8124 WR,PYRENEES,14/02/2014 9:07,Reverse,800,5249,Routine Maintenance,-37.3900938,143.2567635,170 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 14/02/2014 - Emptied, bin",Yes,14/02/2014 10:18,CN8124 WR,PYRENEES,14/02/2014 10:08,Reverse,188,5261,Routine Maintenance,-37.418595,143.3376854,162 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/02/2014 - Emptied, bins",Yes,14/02/2014 11:55,CN8124 WR,NORTHERN GRAMPIANS,14/02/2014 11:07,Forward,323,5292,Routine Maintenance,-37.0246759,142.7208205,STAWELL-SANDERS-LEDCOURT RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/02/2014 - Emptied, bins",Yes,14/02/2014 14:05,CN8124 WR,NORTHERN GRAMPIANS,14/02/2014 13:52,Reverse,169,5338,Routine Maintenance,-37.0066747,142.7096711,239 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/02/2014 - Emptied, bins",Yes,14/02/2014 14:09,CN8124 WR,NORTHERN GRAMPIANS,14/02/2014 14:05,Reverse,669,5339,Routine Maintenance,-37.0172597,142.7189085,238 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 18/02/2014 - Remove large bits of rubber off the road.,Yes,18/02/2014 14:59,CN8124 WR,ARARAT,18/02/2014 14:57,Forward,195,5662,Routine Maintenance,-37.2928646,142.9641772,197 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 19/02/2014 - Emptied, bin",Yes,19/02/2014 13:32,CN8124 WR,ARARAT,19/02/2014 13:29,Forward,446,5829,Routine Maintenance,-37.2539087,142.9149836,MORELLA RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 19/02/2014 - Emptied, bin",Yes,19/02/2014 13:39,CN8124 WR,ARARAT,19/02/2014 13:32,Forward,93,5835,Routine Maintenance,-37.2249674,142.8945916,PETTICOAT GULLY RD (SR)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 19/02/2014 - Checked, bins",Yes,19/02/2014 14:48,CN8124 WR,NORTHERN GRAMPIANS,19/02/2014 14:15,Forward,30,5876,Routine Maintenance,-37.0228455,142.7203624,STAWELL-SANDERS-LEDCOURT RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 20/02/2014 - Remove roo from side of road,Yes,20/02/2014 7:55,CN8124 WR,NORTHERN GRAMPIANS,20/02/2014 7:54,Reverse,125,5913,Routine Maintenance,-37.141533,142.8367885,HYDE PARK ST.GEORGE RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 19/02/2014 - Remove roo from side of road,Yes,19/02/2014 15:18,CN8124 WR,ARARAT,19/02/2014 15:16,Forward,328,5914,Routine Maintenance,-37.3389267,143.1093222,183 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 20/02/2014 - Remove roo from side of road,Yes,20/02/2014 8:08,CN8124 WR,ARARAT,20/02/2014 8:06,Forward,0,5916,Routine Maintenance,-37.2199513,142.8907812,209 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 21/02/2014 - Emptied, bin",Yes,21/02/2014 7:50,CN8124 WR,NORTHERN GRAMPIANS,21/02/2014 7:27,Reverse,698,6080,Routine Maintenance,-37.0890644,142.7870055,ROBSONS RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 21/02/2014 - Removed, splattered, roo",Yes,21/02/2014 7:58,CN8124 WR,NORTHERN GRAMPIANS,21/02/2014 7:55,Forward,51,6081,Routine Maintenance,-37.1444407,142.8405347,219 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 21/02/2014 - Emptied, bin",Yes,21/02/2014 8:24,CN8124 WR,ARARAT,21/02/2014 8:19,Reverse,289,6082,Routine Maintenance,-37.2247625,142.8944655,JUNCTION HOTEL BREWERY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 21/02/2014 - Emptied, bin",Yes,21/02/2014 8:29,CN8124 WR,ARARAT,21/02/2014 8:24,Reverse,746,6083,Routine Maintenance,-37.2485324,142.9132671,206 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 21/02/2014 - Emptied, bins",Yes,21/02/2014 9:03,CN8124 WR,ARARAT,21/02/2014 8:29,Reverse,825,6091,Routine Maintenance,-37.3336739,143.0925364,186 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 21/02/2014 - Emptied, bin",Yes,21/02/2014 9:15,CN8124 WR,PYRENEES,21/02/2014 9:04,Reverse,302,6097,Routine Maintenance,-37.3885742,143.2514768,170 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 21/02/2014 - Removed, roo",Yes,21/02/2014 9:27,CN8124 WR,PYRENEES,21/02/2014 9:15,Reverse,598,6110,Routine Maintenance,-37.4227085,143.3454145,161 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 21/02/2014 - Emptied, bin",Yes,21/02/2014 10:10,CN8124 WR,PYRENEES,21/02/2014 10:00,Forward,303,6144,Routine Maintenance,-37.4204734,143.3408718,MARTINS LA (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 21/02/2014 - Emptied, bins",Yes,21/02/2014 11:09,CN8124 WR,NORTHERN GRAMPIANS,21/02/2014 10:55,Forward,464,6169,Routine Maintenance,-37.1471081,142.8454758,LOCKE ST (SR)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 21/02/2014 - Emptied, bins",Yes,21/02/2014 14:17,CN8124 WR,NORTHERN GRAMPIANS,21/02/2014 14:03,Forward,815,6231,Routine Maintenance,-37.0062455,142.7082489,DEEP LEAD-GLENORCHY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 21/02/2014 - Emptied, bins",Yes,21/02/2014 14:03,CN8124 WR,NORTHERN GRAMPIANS,21/02/2014 14:00,Forward,355,6232,Routine Maintenance,-37.0243949,142.7207501,STAWELL-SANDERS-LEDCOURT RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 24/02/2014 - Removed, branch",Yes,24/02/2014 8:37,CN8124 WR,NORTHERN GRAMPIANS,24/02/2014 8:36,Forward,374,6260,Routine Maintenance,-37.0606999,142.6977679,5 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 24/02/2014 - Removed large kangaroo off the road.,Yes,24/02/2014 13:43,CN8124 WR,PYRENEES,24/02/2014 13:42,Forward,683,6406,Routine Maintenance,-37.7013492,143.2220058,174 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 24/02/2014 - Removed large kangaroo off the road.,Yes,24/02/2014 15:06,CN8124 WR,ARARAT,24/02/2014 15:05,Forward,520,6442,Routine Maintenance,-37.3393529,143.1182011,182 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 26/02/2014 - Removed, roo",Yes,26/02/2014 8:29,CN8124 WR,NORTHERN GRAMPIANS,26/02/2014 8:28,Forward,180,6715,Routine Maintenance,-37.0603997,142.6888385,6 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 26/02/2014 - Removed, roo",Yes,26/02/2014 8:32,CN8124 WR,NORTHERN GRAMPIANS,26/02/2014 8:29,Forward,790,6722,Routine Maintenance,-37.0806013,142.6592427,9 (KM)
