Size,ID,LastName,FirstName,E-mail address,ReportDate,Direction,Phone,ReportingSource,District,County_Name,Facility_Type,County,Alignment,Route,Postmile,Species,Gender,Age,Latitude,Longitude,Datum,NearestLandmark,Comments,selected,Posted_On,LastUpdated_On,x_coord,y_coord,StatusOfRoadkill,endangeredSpecies
,12745,,,,6/17/2002,,,,9,Mono(MNO),,MNO,,108,13.90,Deer,,0,,,,,,No,,,-119.8389,38.12078,,FALSE
,21031,,,,6/17/2002,,,Dispatch,9,Mono(MNO),,MNO,,108,13.90,Deer,M,A,,,,,,No,,,-119.8389,38.12078,,FALSE
,21223,,,,9/15/2003,,,Dispatch,9,Mono(MNO),,MNO,,108,13.90,Deer,M,A,,,,,,No,,,-119.8389,38.12078,,FALSE
,11439,,,,10/31/1990,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,,0,,,,,,No,,,-119.83855,38.12046,,FALSE
,18479,,,,10/31/1990,,,SONORA,9,Mono(MNO),,MNO,,108,14.00,Deer,F,A,,,,,,No,,,-119.83855,38.12046,,FALSE
,18892,,,,10/31/1990,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,F,A,,,,SONORA,,No,,,-119.84461,38.17216,,FALSE
,11561,,,,6/24/1991,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,,0,,,,,,No,,,-119.83855,38.12046,,FALSE
,19328,,,,6/24/1991,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,F,A,,,,SONORA,,No,,,-119.85492,38.20124,,FALSE
,11744,,,,4/29/1992,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,,0,,,,,,No,,,-119.83855,38.12046,,FALSE
,19635,,,,4/29/1992,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,F,A,,,,SONORA,,No,,,-119.67277,37.90254,,FALSE
,11748,,,,5/1/1992,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,,0,,,,,,No,,,-119.83855,38.12046,,FALSE
,19639,,,,5/1/1992,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,M,A,,,,SONORA,,No,,,-119.58579,37.87707,,FALSE
,11863,,,,10/21/1992,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,,0,,,,,,No,,,-119.83855,38.12046,,FALSE
,12400,,,,10/19/1998,,,,9,Mono(MNO),,MNO,,108,14.00,Deer,,0,,,,,,No,,,-119.83855,38.12046,,FALSE
,11980,,,,9/16/1993,,,,9,Mono(MNO),,MNO,,108,14.40,Deer,,0,,,,,,No,,,-119.83715,38.11916,,FALSE
,12108,,,,8/31/1994,,,,9,Mono(MNO),,MNO,,108,14.40,Deer,,0,,,,,,No,,,-119.83715,38.11916,,FALSE
,10920,,,,9/16/1989,,,,9,Mono(MNO),,MNO,,108,14.50,Deer,,0,,,,,,No,,,-119.83678,38.11885,,FALSE
,17955,,,,9/16/1989,,,SONORA,9,Mono(MNO),,MNO,,108,14.50,Deer,M,A,,,,,,No,,,-119.83678,38.11885,,FALSE
,10923,,,,9/22/1989,,,,9,Mono(MNO),,MNO,,108,14.50,Deer,,0,,,,,,No,,,-119.83678,38.11885,,FALSE
,17956,,,,9/22/1989,,,SONORA,9,Mono(MNO),,MNO,,108,14.50,Deer,F,A,,,,,,No,,,-119.83678,38.11885,,FALSE
,11614,,,,8/29/1991,,,,9,Mono(MNO),,MNO,,108,14.50,Deer,,0,,,,,,No,,,-119.83678,38.11885,,FALSE
,19384,,,,8/29/1991,,,,9,Mono(MNO),,MNO,,108,14.50,Deer,M,J,,,,SONORA,,No,,,-119.84499,38.12295,,FALSE
,12288,,,,6/25/1996,,,,9,Mono(MNO),,MNO,,108,14.70,Deer,,0,,,,,,No,,,-119.83583,38.11847,,FALSE
,12229,,,,10/18/1995,,,,9,Mono(MNO),,MNO,,108,14.80,Deer,,0,,,,,,No,,,-119.83533,38.11832,,FALSE
,12276,,,,5/20/1996,,,,9,Mono(MNO),,MNO,,108,14.80,Deer,,0,,,,,,No,,,-119.83533,38.11832,,FALSE
,10927,,,,9/26/1989,,,,9,Mono(MNO),,MNO,,108,14.90,Deer,,0,,,,,,No,,,-119.83481,38.1182,,FALSE
,17960,,,,9/26/1989,,,SONORA,9,Mono(MNO),,MNO,,108,14.90,Deer,M,A,,,,,,No,,,-119.83481,38.1182,,FALSE
,11799,,,,7/27/1992,,,,9,Mono(MNO),,MNO,,108,15.00,Deer,,0,,,,,,No,,,-119.8343,38.11805,,FALSE
,19689,,,,7/27/1992,,,,9,Mono(MNO),,MNO,,108,15.00,Deer,U,J,,,,SONORA,,No,,,-119.84985,38.18214,,FALSE
,10715,,,,8/2/1976,,,,9,Mono(MNO),,MNO,,120,0.30,Deer,,0,,,,,,No,,,-119.7733,37.9861,,FALSE
,15912,,,,8/2/1976,,,LEE VINING,9,Mono(MNO),,MNO,,120,0.30,Deer,F,A,,,,,,No,,,-119.7733,37.9861,,FALSE
,12201,,,,8/17/1995,,,,9,Mono(MNO),,MNO,,120,0.40,Deer,,0,,,,,,No,,,-119.77313,37.98652,,FALSE
,11289,,,,7/23/1990,,,,9,Mono(MNO),,MNO,,120,0.50,Deer,,0,,,,,,No,,,-119.77289,37.98692,,FALSE
,18360,,,,7/23/1990,,,LEE VINING,9,Mono(MNO),,MNO,,120,0.50,Deer,M,A,,,,,,No,,,-119.77289,37.98692,,FALSE
,18775,,,,7/23/1990,,,,9,Mono(MNO),,MNO,,120,0.50,Deer,M,A,,,,LEE VINING,,No,,,-119.84722,38.17599,,FALSE
,11787,,,,6/22/1992,,,,9,Mono(MNO),,MNO,,120,0.70,Deer,,0,,,,,,No,,,-119.77268,37.98777,,FALSE
,21394,,,,8/23/2004,,,,9,Mono(MNO),,MNO,,120,1.80,Deer,F,A,,,,,,No,,,-119.77076,37.99172,,FALSE
,10697,,,,6/8/1976,,,,9,Mono(MNO),,MNO,,120,2.20,Deer,,0,,,,,,No,,,-119.77039,37.99306,,FALSE
,15917,,,,6/8/1976,,,LEE VINING,9,Mono(MNO),,MNO,,120,2.20,Deer,F,A,,,,,,No,,,-119.77039,37.99306,,FALSE
,9326,,,,7/2/1968,,,,9,Mono(MNO),,MNO,,120,5.00,Deer,,0,,,,,,No,,,-119.76146,37.99674,,FALSE
,16940,,,,7/2/1968,,,LEE VINING,9,Mono(MNO),,MNO,,120,5.00,Deer,F,A,,,,,,No,,,-119.76146,37.99674,,FALSE
,21389,,,,8/12/2004,,,,9,Mono(MNO),,MNO,,120,6.50,Deer,F,A,,,,,,No,,,-119.75327,37.99667,,FALSE
,10595,,,,9/9/1975,,,,9,Mono(MNO),,MNO,,120,7.00,Deer,,0,,,,,,No,,,-119.75104,37.99543,,FALSE
,16013,,,,9/9/1975,,,LEE VINING,9,Mono(MNO),,MNO,,120,7.00,Deer,F,A,,,,,,No,,,-119.75104,37.99543,,FALSE
,9828,,,,10/17/1971,,,,9,Mono(MNO),,MNO,,120,7.50,Deer,,0,,,,,,No,,,-119.74996,37.99345,,FALSE
,17580,,,,10/17/1971,,,LEE VINING,9,Mono(MNO),,MNO,,120,7.50,Deer,U,J,,,,,,No,,,-119.74996,37.99345,,FALSE
,10089,,,,10/17/1972,,,,9,Mono(MNO),,MNO,,120,7.50,Deer,,0,,,,,,No,,,-119.74996,37.99345,,FALSE
,17442,,,,10/17/1972,,,LEE VINING,9,Mono(MNO),,MNO,,120,7.50,Deer,U,J,,,,,,No,,,-119.74996,37.99345,,FALSE
,12284,,,,6/14/1996,,,,9,Mono(MNO),,MNO,,120,7.50,Deer,,0,,,,,,No,,,-119.74996,37.99345,,FALSE
,10836,,,,5/25/1989,,,,9,Mono(MNO),,MNO,,120,7.70,Deer,,0,,,,,,No,,,-119.74936,37.99272,,FALSE
,17914,,,,5/25/1989,,,LEE VINING,9,Mono(MNO),,MNO,,120,7.70,Deer,F,A,,,,,,No,,,-119.74936,37.99272,,FALSE
,10841,,,,5/29/1989,,,,9,Mono(MNO),,MNO,,120,7.70,Deer,,0,,,,,,No,,,-119.74936,37.99272,,FALSE
,17873,,,,5/29/1989,,,RADIO,9,Mono(MNO),,MNO,,120,7.70,Deer,F,A,,,,,,No,,,-119.74936,37.99272,,FALSE
,10906,,,,8/21/1989,,,,9,Mono(MNO),,MNO,,120,8.00,Deer,,0,,,,,,No,,,-119.74812,37.99184,,FALSE
,18048,,,,8/21/1989,,,CRESTVIEW,9,Mono(MNO),,MNO,,120,8.00,Deer,F,A,,,,,,No,,,-119.74812,37.99184,,FALSE
,12096,,,,8/1/1994,,,,9,Mono(MNO),,MNO,,120,8.20,Deer,,0,,,,,,No,,,-119.74718,37.99138,,FALSE
,11369,,,,10/3/1990,,,,9,Mono(MNO),,MNO,,120,8.30,Deer,,0,,,,,,No,,,-119.74669,37.99116,,FALSE
,18422,,,,10/3/1990,,,LEE VINING,9,Mono(MNO),,MNO,,120,8.30,Deer,F,A,,,,,,No,,,-119.74669,37.99116,,FALSE
,18776,,,,10/3/1990,,,,9,Mono(MNO),,MNO,,120,8.30,Deer,F,A,,,,LEE VINING,,No,,,-119.84722,38.17599,,FALSE
,11590,,,,7/25/1991,,,,9,Mono(MNO),,MNO,,120,8.50,Deer,,0,,,,,,No,,,-119.74563,37.99093,,FALSE
,19353,,,,7/25/1991,,,,9,Mono(MNO),,MNO,,120,8.50,Deer,M,A,,,,LEE VINING,,No,,,-119.55717,37.83612,,FALSE
,12305,,,,8/6/1996,,,,9,Mono(MNO),,MNO,,120,8.70,Deer,,0,,,,,,No,,,-119.74452,37.99096,,FALSE
,10833,,,,5/24/1989,,,,9,Mono(MNO),,MNO,,120,8.80,Deer,,0,,,,,,No,,,-119.74397,37.99095,,FALSE
,10834,,,,5/24/1989,,,,9,Mono(MNO),,MNO,,120,8.80,Deer,,0,,,,,,No,,,-119.74397,37.99095,,FALSE
,10835,,,,5/24/1989,,,,9,Mono(MNO),,MNO,,120,8.80,Deer,,0,,,,,,No,,,-119.74397,37.99095,,FALSE
,17869,,,,5/24/1989,,,RADIO,9,Mono(MNO),,MNO,,120,8.80,Deer,F,A,,,,,,No,,,-119.74397,37.99095,,FALSE
,17870,,,,5/24/1989,,,RADIO,9,Mono(MNO),,MNO,,120,8.80,Deer,F,J,,,,,,No,,,-119.74397,37.99095,,FALSE
,17913,,,,5/24/1989,,,LEE VINING,9,Mono(MNO),,MNO,,120,8.80,Deer,F,J,,,,,,No,,,-119.74397,37.99095,,FALSE
,11255,,,,6/8/1990,,,,9,Mono(MNO),,MNO,,120,9.00,Deer,,0,,,,,,No,,,-119.74293,37.99126,,FALSE
,18331,,,,6/8/1990,,,LEE VINING,9,Mono(MNO),,MNO,,120,9.00,Deer,F,A,,,,,,No,,,-119.74293,37.99126,,FALSE
,18777,,,,6/8/1990,,,,9,Mono(MNO),,MNO,,120,9.00,Deer,F,A,,,,LEE VINING,,No,,,-119.84866,38.17884,,FALSE
,21197,,,,7/15/2003,,,Dispatch,9,Mono(MNO),,MNO,,120,9.00,Deer,F,A,,,,,,No,,,-119.74293,37.99126,,FALSE
,21216,,,,9/3/2003,,,Dispatch,9,Mono(MNO),,MNO,,120,9.00,Deer,M,A,,,,,,No,,,-119.74293,37.99126,,FALSE
,11370,,,,10/3/1990,,,,9,Mono(MNO),,MNO,,120,9.10,Deer,,0,,,,,,No,,,-119.74241,37.99142,,FALSE
,18423,,,,10/3/1990,,,LEE VINING,9,Mono(MNO),,MNO,,120,9.10,Deer,F,A,,,,,,No,,,-119.74241,37.99142,,FALSE
,18778,,,,10/3/1990,,,,9,Mono(MNO),,MNO,,120,9.10,Deer,F,A,,,,LEE VINING,,No,,,-119.8488,38.17927,,FALSE
,12417,,,,11/2/1998,,,,9,Mono(MNO),,MNO,,120,9.40,Deer,,0,,,,,,No,,,-119.74091,37.99199,,FALSE
,10899,,,,8/3/1989,,,,9,Mono(MNO),,MNO,,120,9.50,Deer,,0,,,,,,No,,,-119.74041,37.99219,,FALSE
,18044,,,,8/3/1989,,,CRESTVIEW,9,Mono(MNO),,MNO,,120,9.50,Deer,F,A,,,,,,No,,,-119.74041,37.99219,,FALSE
,11334,,,,9/14/1990,,,,9,Mono(MNO),,MNO,,120,9.50,Deer,,0,,,,,,No,,,-119.74041,37.99219,,FALSE
,18392,,,,9/14/1990,,,LEE VINING,9,Mono(MNO),,MNO,,120,9.50,Deer,F,A,,,,,,No,,,-119.74041,37.99219,,FALSE
,18779,,,,9/14/1990,,,,9,Mono(MNO),,MNO,,120,9.50,Deer,F,A,,,,LEE VINING,,No,,,-119.84985,38.18214,,FALSE
,11279,,,,7/9/1990,,,,9,Mono(MNO),,MNO,,120,10.00,Deer,,0,,,,,,No,,,-119.73793,37.99319,,FALSE
,18350,,,,7/9/1990,,,LEE VINING,9,Mono(MNO),,MNO,,120,10.00,Deer,M,A,,,,,,No,,,-119.73793,37.99319,,FALSE
,18780,,,,7/9/1990,,,,9,Mono(MNO),,MNO,,120,10.00,Deer,M,A,,,,LEE VINING,,No,,,-119.84985,38.18214,,FALSE
,12087,,,,7/18/1994,,,,9,Mono(MNO),,MNO,,120,10.40,Deer,,0,,,,,,No,,,-119.73584,37.99377,,FALSE
,11648,,,,10/3/1991,,,,9,Mono(MNO),,MNO,,120,10.50,Deer,,0,,,,,,No,,,-119.7353,37.99389,,FALSE
,19417,,,,10/3/1991,,,,9,Mono(MNO),,MNO,,120,10.50,Deer,F,A,,,,LEE VINING,,No,,,-119.83372,38.11701,,FALSE
,12635,,,,9/5/2000,,,,9,Mono(MNO),,MNO,,120,10.50,Deer,,0,,,,,,No,,,-119.7353,37.99389,,FALSE
,21201,,,,7/21/2003,,,Dispatch,9,Mono(MNO),,MNO,,120,10.50,Deer,U,A,,,,,,No,,,-119.7353,37.99389,,FALSE
,9341,,,,10/7/1968,,,,9,Mono(MNO),,MNO,,120,11.00,Deer,,0,,,,,,No,,,-119.73258,37.99367,,FALSE
,16943,,,,10/7/1968,,,LEE VINING,9,Mono(MNO),,MNO,,120,11.00,Deer,F,J,,,,,,No,,,-119.73258,37.99367,,FALSE
,12200,,,,8/16/1995,,,,9,Mono(MNO),,MNO,,120,11.40,Deer,,0,,,,,,No,,,-119.7308,37.99441,,FALSE
,21420,,,,9/22/2004,,,,9,Mono(MNO),,MNO,,120,11.90,Deer,U,A,,,,,,No,,,-119.72975,37.99641,,FALSE
,21321,,,,5/5/2004,,,,9,Mono(MNO),,MNO,,120,17.50,Deer,F,J,,,,,,No,,,-119.70551,37.98908,,FALSE
,10332,,,,10/12/1973,,,,9,Mono(MNO),,MNO,,120,33.00,Deer,,0,,,,,,No,,,-119.63702,37.97849,,FALSE
,16794,,,,10/12/1973,,,BENTON,9,Mono(MNO),,MNO,,120,33.00,Deer,F,A,,,,,,No,,,-119.63702,37.97849,,FALSE
,10702,,,,6/21/1976,,,,9,Mono(MNO),,MNO,,120,38.50,Deer,,0,,,,,,No,,,-119.60948,37.98602,,FALSE
,15920,,,,6/21/1976,,,BENTON,9,Mono(MNO),,MNO,,120,38.50,Deer,F,A,,,,,,No,,,-119.60948,37.98602,,FALSE
,10267,,,,5/11/1973,,,,9,Mono(MNO),,MNO,,120,44.00,Deer,,0,,,,,,No,,,-119.58371,37.97894,,FALSE
,16792,,,,5/11/1973,,,BENTON,9,Mono(MNO),,MNO,,120,44.00,Deer,M,A,,,,,,No,,,-119.58371,37.97894,,FALSE
,10701,,,,6/18/1976,,,,9,Mono(MNO),,MNO,,120,50.00,Deer,,0,,,,,,No,,,-119.56706,37.957,,FALSE
,15919,,,,6/18/1976,,,BENTON,9,Mono(MNO),,MNO,,120,50.00,Deer,F,A,,,,,,No,,,-119.56706,37.957,,FALSE
,11231,,,,5/21/1990,,,,9,Mono(MNO),,MNO,,120,51.00,Deer,,0,,,,,,No,,,-119.56493,37.95296,,FALSE
,18222,,,,5/21/1990,,,LEE VINING,9,Mono(MNO),,MNO,,120,51.00,Deer,F,A,,,,,,No,,,-119.56493,37.95296,,FALSE
,18781,,,,5/21/1990,,,,9,Mono(MNO),,MNO,,120,51.00,Deer,F,A,,,,LEE VINING,,No,,,-119.85058,38.18427,,FALSE
,10306,,,,6/14/1973,,,,9,Mono(MNO),,MNO,,120,53.00,Deer,,0,,,,,,No,,,-119.5577,37.9474,,FALSE
,16793,,,,6/14/1973,,,BENTON,9,Mono(MNO),,MNO,,120,53.00,Deer,F,A,,,,,,No,,,-119.5577,37.9474,,FALSE
,10635,,,,3/5/1976,,,,9,Mono(MNO),,MNO,,120,57.50,Deer,,0,,,,,,No,,,-119.54303,37.95929,,FALSE
,15918,,,,3/5/1976,,,LEE VINING,9,Mono(MNO),,MNO,,120,57.50,Deer,F,A,KILLED AT NIGHT BY CAR,,,,,No,,,-119.54303,37.95929,,FALSE
,12195,,,,8/3/1995,,,,9,Mono(MNO),,MNO,,120,57.90,Deer,,0,,,,,,No,,,-119.54094,37.95865,,FALSE
,8997,,,,7/28/1966,,,,9,Mono(MNO),,MNO,,158,0.00,Deer,,U,,,,,,No,,,-119.71106,37.95513,,FALSE
,8998,,,,7/29/1966,,,,9,Mono(MNO),,MNO,,158,0.00,Deer,,U,,,,,,No,,,-119.71106,37.95513,,FALSE
,9005,,,,8/11/1966,,,,9,Mono(MNO),,MNO,,158,0.00,Deer,,U,,,,,,No,,,-119.71106,37.95513,,FALSE
,16329,,,,8/11/1966,,,BRIDGE SHERI,9,Mono(MNO),,MNO,,158,0.00,Deer,U,J,,,,,,No,,,-119.71106,37.95513,,FALSE
,9087,,,,10/20/1966,,,,9,Mono(MNO),,MNO,,158,0.00,Deer,,U,,,,,,No,,,-119.71106,37.95513,,FALSE
,9313,,,,5/21/1968,,,,9,Mono(MNO),,MNO,,158,0.00,Deer,,U,,,,,,No,,,-119.71106,37.95513,,FALSE
,16953,,,,5/21/1968,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,0.00,Deer,F,A,,,,,,No,,,-119.71106,37.95513,,FALSE
,10761,,,,10/4/1987,,,,9,Mono(MNO),,MNO,,158,0.00,Deer,,0,,,,,,No,,,-119.71106,37.95513,,FALSE
,17840,,,,10/4/1987,,,CHP,9,Mono(MNO),,MNO,,158,0.00,Deer,U,A,,,,,,No,,,-119.71106,37.95513,,FALSE
,10776,,,,8/21/1988,,,,9,Mono(MNO),,MNO,,158,0.00,Deer,,0,,,,,,No,,,-119.71106,37.95513,,FALSE
,17822,,,,8/21/1988,,,CHP,9,Mono(MNO),,MNO,,158,0.00,Deer,U,A,,,,,,No,,,-119.71106,37.95513,,FALSE
,11349,,,,9/24/1990,,,,9,Mono(MNO),,MNO,,158,0.50,Deer,,0,,,,,,No,,,-119.71214,37.95309,,FALSE
,18402,,,,9/24/1990,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,0.50,Deer,F,A,,,,,,No,,,-119.71214,37.95309,,FALSE
,18729,,,,9/24/1990,,,,9,Mono(MNO),,MNO,,158,0.50,Deer,F,A,,,,CRESTVIEW,,No,,,-119.82215,38.1196,,FALSE
,12805,,,,11/12/2002,,,,9,Mono(MNO),,MNO,,158,0.60,Deer,,0,,,,,,No,,,-119.71236,37.95269,,FALSE
,21108,,,,11/12/2002,,,Dispatch,9,Mono(MNO),,MNO,,158,0.60,Deer,F,A,,,,,,No,,,-119.71236,37.95269,,FALSE
,11993,,,,10/7/1993,,,,9,Mono(MNO),,MNO,,158,0.70,Deer,,0,,,,,,No,,,-119.71258,37.95228,,FALSE
,10893,,,,7/23/1989,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,,0,,,,,,No,,,-119.71344,37.95118,,FALSE
,18057,,,,7/23/1989,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,1.00,Deer,U,J,,,,,,No,,,-119.71344,37.95118,,FALSE
,11619,,,,9/4/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,,0,,,,,,No,,,-119.71344,37.95118,,FALSE
,19392,,,,9/4/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,M,A,,,,CRESTVIEW,,No,,,-119.85149,38.18635,,FALSE
,11634,,,,9/17/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,,0,,,,,,No,,,-119.71344,37.95118,,FALSE
,11635,,,,9/17/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,,0,,,,,,No,,,-119.71344,37.95118,,FALSE
,11636,,,,9/17/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,,0,,,,,,No,,,-119.71344,37.95118,,FALSE
,19403,,,,9/17/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,M,A,,,,CRESTVIEW,,No,,,-119.83895,38.16801,,FALSE
,19404,,,,9/17/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,F,A,,,,CRESTVIEW,,No,,,-119.83621,38.16823,,FALSE
,19405,,,,9/17/1991,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,F,A,,,,CRESTVIEW,,No,,,-119.84985,38.18214,,FALSE
,12625,,,,8/14/2000,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,,0,,,,,,No,,,-119.71344,37.95118,,FALSE
,12797,,,,10/23/2002,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,,0,,,,,,No,,,-119.71344,37.95118,,FALSE
,21097,,,,10/23/2002,,,Dispatch,9,Mono(MNO),,MNO,,158,1.00,Deer,F,A,,,,,,No,,,-119.71344,37.95118,,FALSE
,21258,,,,11/17/2003,,,Dispatch,9,Mono(MNO),,MNO,,158,1.00,Deer,M,J,,,,,,No,,,-119.71344,37.95118,,FALSE
,21459,,,,10/22/2004,,,,9,Mono(MNO),,MNO,,158,1.00,Deer,F,A,,,,,,No,,,-119.71344,37.95118,,FALSE
,10884,,,,7/13/1989,,,,9,Mono(MNO),,MNO,,158,1.10,Deer,,0,,,,,,No,,,-119.71384,37.95089,,FALSE
,18050,,,,7/13/1989,,,SONORA,9,Mono(MNO),,MNO,,158,1.10,Deer,M,A,,,,,,No,,,-119.71384,37.95089,,FALSE
,10847,,,,5/31/1989,,,,9,Mono(MNO),,MNO,,158,1.30,Deer,,0,,,,,,No,,,-119.71414,37.95005,,FALSE
,10848,,,,5/31/1989,,,,9,Mono(MNO),,MNO,,158,1.30,Deer,,0,,,,,,No,,,-119.71414,37.95005,,FALSE
,17922,,,,5/31/1989,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,1.30,Deer,M,A,,,,,,No,,,-119.71414,37.95005,,FALSE
,17923,,,,5/31/1989,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,1.30,Deer,M,A,,,,,,No,,,-119.71414,37.95005,,FALSE
,12307,,,,8/12/1996,,,,9,Mono(MNO),,MNO,,158,1.40,Deer,,0,,,,,,No,,,-119.71418,37.94961,,FALSE
,10961,,,,10/17/1989,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,,0,,,,,,No,,,-119.7142,37.94917,,FALSE
,18091,,,,10/17/1989,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,1.50,Deer,U,J,,,,,,No,,,-119.7142,37.94917,,FALSE
,11381,,,,10/11/1990,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,,0,,,,,,No,,,-119.7142,37.94917,,FALSE
,11382,,,,10/11/1990,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,,0,,,,,,No,,,-119.7142,37.94917,,FALSE
,18431,,,,10/11/1990,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,1.50,Deer,F,A,,,,,,No,,,-119.7142,37.94917,,FALSE
,18432,,,,10/11/1990,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,1.50,Deer,F,A,,,,,,No,,,-119.7142,37.94917,,FALSE
,18730,,,,10/11/1990,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,F,A,,,,CRESTVIEW,,No,,,-119.82379,38.11982,,FALSE
,18731,,,,10/11/1990,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,F,A,,,,CRESTVIEW,,No,,,-119.82483,38.11961,,FALSE
,11656,,,,10/15/1991,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,,0,,,,,,No,,,-119.7142,37.94917,,FALSE
,19435,,,,10/15/1991,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,F,A,,,,CRESTVIEW,,No,,,-119.81943,38.11919,,FALSE
,11877,,,,10/25/1992,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,,0,,,,,,No,,,-119.7142,37.94917,,FALSE
,12538,,,,9/28/1999,,,,9,Mono(MNO),,MNO,,158,1.50,Deer,,0,,,,,,No,,,-119.7142,37.94917,,FALSE
,8979,,,,6/4/1966,,,,9,Mono(MNO),,MNO,,158,2.00,Deer,,U,,,,,,No,,,-119.71537,37.94724,,FALSE
,16308,,,,6/4/1966,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,2.00,Deer,F,A,,,,,,No,,,-119.71537,37.94724,,FALSE
,9007,,,,8/18/1966,,,,9,Mono(MNO),,MNO,,158,2.00,Deer,,U,,,,,,No,,,-119.71537,37.94724,,FALSE
,16338,,,,8/18/1966,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,2.00,Deer,U,A,,,,,,No,,,-119.71537,37.94724,,FALSE
,12626,,,,8/14/2000,,,,9,Mono(MNO),,MNO,,158,2.00,Deer,,0,,,,,,No,,,-119.71537,37.94724,,FALSE
,21396,,,,8/26/2004,,,,9,Mono(MNO),,MNO,,158,2.00,Deer,F,A,,,,,,No,,,-119.71537,37.94724,,FALSE
,11592,,,,7/29/1991,,,,9,Mono(MNO),,MNO,,158,3.20,Deer,,0,,,,,,No,,,-119.71909,37.94308,,FALSE
,19355,,,,7/29/1991,,,,9,Mono(MNO),,MNO,,158,3.20,Deer,F,A,,,,CRESTVIEW,,No,,,-119.52689,37.937,,FALSE
,11335,,,,9/17/1990,,,,9,Mono(MNO),,MNO,,158,3.50,Deer,,0,,,,,,No,,,-119.72049,37.9424,,FALSE
,18395,,,,9/17/1990,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,3.50,Deer,M,A,,,,,,No,,,-119.72049,37.9424,,FALSE
,18732,,,,9/17/1990,,,,9,Mono(MNO),,MNO,,158,3.50,Deer,M,A,,,,CRESTVIEW,,No,,,-119.82668,38.118,,FALSE
,11593,,,,7/29/1991,,,,9,Mono(MNO),,MNO,,158,4.10,Deer,,0,,,,,,No,,,-119.72359,37.94156,,FALSE
,19356,,,,7/29/1991,,,,9,Mono(MNO),,MNO,,158,4.10,Deer,F,A,,,,CRESTVIEW,,No,,,-119.83665,38.1563,,FALSE
,10759,,,,8/26/1987,,,,9,Mono(MNO),,MNO,,158,6.00,Deer,,0,,,,,,No,,,-119.73225,37.94122,,FALSE
,17842,,,,8/26/1987,,,CHP,9,Mono(MNO),,MNO,,158,6.00,Deer,U,A,,,,,,No,,,-119.73225,37.94122,,FALSE
,12643,,,,10/4/2000,,,,9,Mono(MNO),,MNO,,158,6.00,Deer,,0,,,,,,No,,,-119.73225,37.94122,,FALSE
,11346,,,,9/20/1990,,,,9,Mono(MNO),,MNO,,158,6.20,Deer,,0,,,,,,No,,,-119.73277,37.942,,FALSE
,18401,,,,9/20/1990,,,CRESTVIEW,9,Mono(MNO),,MNO,,158,6.20,Deer,F,A,,,,,,No,,,-119.73277,37.942,,FALSE
,18733,,,,9/20/1990,,,,9,Mono(MNO),,MNO,,158,6.20,Deer,F,A,,,,CRESTVIEW,,No,,,-119.82668,38.118,,FALSE
,11612,,,,8/27/1991,,,,9,Mono(MNO),,MNO,,158,6.20,Deer,,0,,,,,,No,,,-119.73277,37.942,,FALSE
,19381,,,,8/27/1991,,,,9,Mono(MNO),,MNO,,158,6.20,Deer,F,A,,,,CRESTVIEW,,No,,,-119.83171,38.12007,,FALSE
